4,898,stock,库存，储备：inventory；普通的，常备的：commonly used
4,888,credit,信任，信赖：mental conviction of the truth；表扬，赞扬：acknowledgment or admiration
4,876,dynamic,有力量的，有活力的：productive activity
4,872,abuse,辱骂，抨击：condemn or vilify; 不正当的或不合理使用的：wrong or improper use; 过分过量使用的：use excessively
4,870,equivalent,等价的，相等的：equal
4,865,committed,忠诚的，忠实的：loyal
4,860,absolute,"专制的：unconstrained; 无限的unqualified; 完美的，纯净不惨杂的：free from imperfection, mixture; 不容置疑的，确凿的：unquestionable"
4,855,demonstrate,（通过证据）证明，表明：make clear using examples；使明白易懂：make plain or understandable；表现，表露：make known
4,822,sensitive,敏感的：susceptible
4,820,liberal,思想前卫的：not bound；慷慨的，大方的：generosity
4,815,novel,新奇的：new
4,810,appeal,"申请：application; 起诉：charge, crime, accuse"
4,810,principal,"主要的，重要的：highest importance, rank"
4,799,fast,绝食，斋戒：abstaining from food；快速的：quick；忠诚的：firm in one’s allegiance；稳固的，难以拆卸的：firmly positioned
4,783,acute,敏锐的：keen discernment; 严重的，急性的：immediate attention; （程度、影响）极强的：extreme
4,782,green,无经验的：deficient experience
4,782,release,排放：give off；释放，使获得自由：set free；解雇：let go from office
4,771,explicit,表达清晰的：fully revealed or expressed；成熟的，完全形成的：fully developed
4,766,check,"使突然停止，阻止：arrest, abruptly; 同意，一致：agreement"
4,758,psychology,心理学：science mental process and behavior；心理战术：subtle tactical action influence
4,747,concrete,实体的，实在的：matter；事实性的，明确的：in fact
4,737,assess,"评估（重要性、尺寸、价值等）：determine; 征收费用（如罚款）：charge, penalty"
4,728,permanent,"永恒的：continuing or enduring, forever"
4,709,ethics,道德规范：governing conduct
4,695,husband,节俭，勤俭持家：use economically
4,694,constitute,指派，任命：appoint；构成：make up
4,692,autonomy,政治上的独立：self-governing; 自我主导的自由，（尤其是）精神独立：independence
4,689,frequent,时常拜访：often；时常发生的，重复再现的：short intervals
4,680,dramatic,显著的，惹人注意的：striking
4,673,chronic,"经常发生的，复发的：frequent recurrence;习惯性的，不可能改变的：not likely, change"
4,670,summary,摘要：abstract；就地的，立即的：on the spot
4,666,signal,（在重要性、成就方面）非同寻常的：standing above；给出信号：direct or notify
4,660,construct,建造，建立：form；创造，相出：create imagination
4,651,partial,偏袒的，偏爱的：biased；部分的，不完整的：lacking
4,647,consensus,一致同意：general agreement
4,638,abstract,"做总结，概括：abstract, summarize; 使分心：away, attention"
4,638,solid,固态的，坚固的：not easily yield to pressure；有理有据的：sound reasoning；坚定的，不迟疑的：not showing weakness
4,635,facilitate,使变容易，促进：make easy
4,631,consent,同意：approval 
4,629,reserved,内向的，缄默的：restrained
4,629,valid,逻辑上正确的：correct
4,628,vulnerable,易受攻击的，脆弱的：open to attack
4,626,calculated,经过计算（成败得失）的，经过深思熟虑的：reckoning or estimating 
4,624,channel,水渠：passageway for water；海峡：between two land masses；将...导入，投入：move to a central point 
4,624,random,随机的，随意的：lacking pattern
4,622,insight,深刻的理解：apprehending nature
4,618,inter,埋葬：place in grave
4,617,distinctive,完全不同的：not of the same kind；特征性的，典型的：serving to identify
4,612,inherent,内在的，本质的：essential
4,611,telling,禁酒：abstinence alcoholic
4,595,conservative,守旧的，不愿改变的：oppose change；不招摇的，低调的：not showy；谨慎小心的：close attentiveness
4,595,temporal,世俗的，尘世的：earthly life
4,591,cast,"演员，演员阵容：a set of characters; 选派（演员）：assign, actor; 提出：give off; 抛弃：get rid of"
4,589,spectrum,光谱，范围，系列：sequence or range
4,575,acknowledge,承认：admit
4,562,accessible,可以达到的：within easy reach; 可以理解的：understood; 能够获得的：get
4,560,sophisticated,精明的，老于世故的：worldly knowledge or refinement；复杂的：complex
4,559,mobile,可移动的：capable moving；可变的：changeable
4,557,screen,"掩护物，屏障：shelters, protects, or hides；保护，使...免受攻击：drive attack away；掩护，遮蔽：shut off from view"
4,556,justify,"证明...的合理性，为...辩解：prove to be just, right"
4,552,inevitable,不可避免的，必然的：incapable avoided
4,551,equilibrium,均势，平衡：opposing forces are equal；（感情上的）平静：evenness of emotions
4,547,flexible,灵活的，可变的：readily changed；易受影响的：susceptible to influence
4,546,devoted,"投入的，忠诚的：loyalty, devotion；示爱的，恩爱的：love"
4,544,absent,未出现的，缺乏的：not present；不专心的，走神的：lost in thought
4,544,minute,仔细的，谨小慎微的：careful scrutiny；小的，不重要的：of small importance
4,537,integrity,正直：adherence moral；完整性：being whole
4,537,moderate,使缓和：lessen intensify；适度的，中庸的：within limits
4,532,integral,构成整体所必需的：essential；完整的：not lacking any part
4,524,paradigm,典范，模范：pattern
4,522,collapse,"突然倒塌或收缩：fall, shrink; 完全耗尽体力：depletion, energy, strength; 失败：unsuccessful"
4,522,implicit,不言而喻的，心照不宣的：understood though unexpressed；无疑问的，无保留的：without doubt
4,518,acquire,获取，获得：get as one's own
4,513,aggressive,好斗的：attack; 强有力的，强烈的：forcefulness
4,505,implement,工具：device；执行，实施：carry out
4,502,indigenous,土产的，本地的：originating；与生俱来的，先天的：innermost nature
4,502,marginal,边缘的：near a border；不重要的：not of central importance
4,499,applicable,可用的，可行的：put to use；相关的，有光的：having to do with；合适的，恰当的：meeting the requirements
4,498,nerve,（坚强的）意志，勇气：power of endurance；给予勇气，鼓励：give courage
4,497,therapeutic,治疗的，有疗效的：treatment disease
4,493,strike,攻击：force or violence；铸造（奖牌）：form by stamping；击打：deliver a blow；袭击，攻击：violent action；撞击：forceful contact
4,480,array,排列，阵列：arrangement；排列，摆放：arrange or display；装饰，装修：dress or decorate
4,478,onset,"攻击，进攻：attack, assault；起始，开始：begins"
4,478,subtle,微妙的，难以感知的：difficult perceive；巧妙的，间接或带有欺骗性的：clever deceptive means
4,477,compromise,妥协：concessions；使危险：danger
4,468,innovative,创新性的：introducing innovations
4,468,synthesis,合成，综合：combination
4,467,weather,安全度过（危机等），经受住：come through 
4,458,demanding,难以取悦的，难满足的：satisfied；费时间花心思的：requiring careful attention
4,457,intrinsic,固有的，内在的：essential
4,456,liability,责任：liable；障碍，不利条件：creates difficulty
4,455,concentrate,集中：focus；浓缩：less dilute；聚集：together
4,444,elaborate,详细的，复杂的：complexity；详细阐述：in detail
4,441,static,静态的；停滞的：lack of movement；无改变的：little change
4,437,adapt,修改，使（适应）：modify
4,430,accommodate,"提供所需（例如服务、借贷、寄宿）：provide; 改变以适应新情况、新场景：make, suitable;使和谐：free of conflicts"
4,429,arbitrary,专横的，独断专行的：force one's will on others；独裁的，拥有无限权力的：without interference by others；缺乏计划的，随意的：lacking a definite plan
4,429,conviction,深信，确信：being convinced；证明有罪：proved guilty
4,426,prospect,探查，勘探：go into discovery；期待，期望的事物：looking forward to
4,415,manifest,显然的，明显易懂：understanding；显现，显露：make evident
4,412,confident,"有信心的，自信的：assurance, self-reliance"
4,412,enthusiasm,热情，兴趣：desire or interest
4,411,substitute,取代者，替代品：takes the place of another；取代，替代：take the place of 
4,409,embrace,"乐于接受：willingly, eagerly；保围：surround"
4,407,manuscript,手稿：written by hand
4,406,peripheral,外围的：boundary or periphery；辅助性的：supply
4,399,deliberate,深思熟虑的：careful
4,398,intimate,有紧密联系的，亲密无间的：close association；不为人知的：not known；密友：person who has a strong liking；迂回地交流，间接地沟通：communicate indirectly
4,395,reluctant,不情愿的，反感的：showing unwillingness
4,394,slight,不重要的：deficient in weight；轻微的：small in degree；轻蔑，看不起：treat with disdain；忽略，疏忽：fail to give proper attention
4,392,magnitude,重要，重大：greatness in significance；巨大：greatness in size
4,390,compatible,一致的，能共存的：in harmony
4,390,terminology,专业术语：special terms or expressions
4,389,clarity,"清晰，清楚：clear, lucidity; 清澈透明:easily seen through"
4,389,milk,榨取（财富、信息等）：coerce profit
4,386,peer,同等地位的人，同辈：equal；好奇地凝视：look
4,384,complementary,互补的：supplying each other's
4,382,convey,运输：transport；传递，交流：communicate
4,381,entrance,"进入权，进入许可：means of entering or participation；使入迷：wonder, enchantment"
4,380,plastic,可塑的：modified；虚假的，做作的：lacking in natural
4,379,infinite,无尽的，无限的：no boundaries
4,379,sin,罪恶的事：highly reprehensible
4,378,discharge,"解雇：dismiss；释放：free；不承担责任：freeing obligation, responsibility"
4,378,segment,分割；部分：separate
4,378,shadow,偷偷尾随：secretly trail；遮蔽，（使）变暗：gloomy
4,377,spontaneous,自发的，不经思索的：without apparent thought
4,376,dated,过时的：passed its time of use
4,370,worship,崇拜，敬仰：respect；崇拜，膜拜：offer honor or respect
4,368,exceptional,"例外的，特别的，非凡的：uncommon, extraordinary"
4,365,immune,不易被感染的，有免疫力的：having resistance to infection；不受影响的：not affected by influence；不受约束的，免除的：not subject to an obligation
4,361,vague,表达不清的：not clearly expressed；轮廓不清晰的：lacking definite shape
4,361,wanting,未出现的，缺少的：not present；未达到要求的：not being up to standards
4,357,extract,用力拔出：take out
4,355,react,做出反应：in response
4,354,guilt,自责，悔恨：wrongdoing
4,348,abandon,放纵:constraint；放纵：unrestrainedly；放弃：withdraw；停止做某事：put an end to
4,348,automatic,（机器等）自动的：independent of external influence；自发的，情不自禁的：spontaneously or unconsciously 
4,345,esteem,"尊重：respect, prize"
4,338,merited,应得的，理所应当的：what is called for
4,331,pregnant,重要的，意味深长的：full of meaning；怀孕的：containing offspring
4,330,obscure,"含义模糊的：not clearly, veiled, uncertain meaning；平凡的，不知名的：famous；使模糊：indistinct"
4,323,sand,磨光：make smooth
4,312,haven,安全的地方：place of safety
4,304,pilot,领航员，飞行员：steer a ship；初步性的，试验性的：tentative model；带领通过：lead
4,302,fantasy,幻想：imaginative fiction；产生幻想：form a mental picture
4,299,verse,使精通，使熟悉：familiarize；诗歌：rhythm lyrical effect
4,298,vessel,管：tube body fluid；船，舰艇：watercraft
4,295,depressed,不开心的，情绪不高的，消沉的：unhappiness；生活境况悲催的：healthful environment
4,262,bore,令人讨厌的人或事物：causes boredom；使厌倦，使厌烦：make weary
4,258,filter,过滤：pass through a filter；去除杂质：remove impurities
3,492,equity,不偏不倚，公平：lack of favoritism
3,433,imperial,帝国的，帝王的：empire；巨大的，令人惊叹的：impressive in size
3,424,foster,促进，鼓励，培养：help the growth；养育：bring to maturity
3,405,secular,世俗的，尘世的：worldly or temporal
3,402,plausible,看似有理的：superficially reasonable
3,402,robust,精力充沛的，强壮的，健康的：full of strength
3,398,overlap,（与…）部分重叠：same area
3,393,legacy,遗产：handed down ancestor
3,393,viable,可行的：being done
3,390,compelling,极具说服力的：persuade；迫切的，紧迫的：immediate attention
3,388,variance,不一致，不和谐：lack harmony
3,385,ambiguous,"有多种理解方式的，不确定的：more than one, doubt, uncertain"
3,383,terror,极度恐惧：intense fear
3,379,assert,"断言，肯定地说出：declare, forcefully, aggressively"
3,378,undermine,"削弱，破坏：weaken, injure, impair"
3,372,imperative,命令：must be obeyed；命令的，强制性的：forcing one’s compliance；迫切的：needing immediate attention；必要的：impossible to do without
3,369,negotiate,商量，谈判：by mutual agreement；谋划：plan out
3,365,convention,"常规，习俗：agreement, acceptance；公约，协议：agreement；大会，集会：coming together"
3,360,substantive,本质的，关键的：relating to the essence
3,359,advocate,支持，提倡：support
3,357,paradox,表面矛盾实际可能正确的话，悖论：opposed to commonsense
3,357,pragmatic,实用主义的，务实的：practical approach
3,356,incentive,刺激，诱因：incites
3,355,hierarchical,分等级的，等级制的：classified
3,354,discrete,离散的，不连续的：separate
3,353,outset,开端，开始：beginning
3,353,transparent,透明的：capable of transmitting light；没有歧义的，清晰易懂的：not subject to misinterpretation
3,350,default,不履行义务，玩忽职守：nonperformance
3,350,testimony,证词，声明：authentication
3,346,anterior,前面的：before
3,344,exploit,英雄行为：notable act；最大程度地利用：employ
3,343,prevalent,流行的，普遍的：commonly accepted
3,341,aggregate,"集合体：units or parts, associated; 集合，聚焦：collect or gather"
3,340,conform,"使协调：bring into harmony；调整（以适应）：change to make it suitable；遵照，遵从：obedient, compliant"
3,334,comply,"遵从：conform, submit"
3,333,convert,被改变宗教信仰的人：converted；使改变信仰：bring over from brief；改变，转化：alter
3,329,articulate,"清晰地表达：clearly, distinctly; 表达清晰的：able, express, clearly"
3,328,arrest,"使不活跃：inactive; 停止：stopping, standstill; 逮捕：keep; 吸引（某人）注意力：hold, attention"
3,328,breach,"（对伦理、法律准则的）破坏：breaking, moral or legal code; 违背：fail to keep"
3,323,authentic,真实的，非仿造的：exactly; 准确的，相符的：original
3,323,eternal,"永恒的：infinite duration, everlasting, perpetual"
3,320,compound,混合物：something composed；混合的：consisting；混合：together；扩大，增多：greater；和解：agree
3,318,conditional,有条件的，受制约的：dependent
3,317,imposing,恳求，迫切请求：urgent manner
3,317,surveillance,监视，监控：close observation
3,314,founder,建立者：one establishes；完败：fail utterly；沉没：become submerged
3,314,hybrid,杂交品种，混合品种：mixed origin；杂交的：parents of different races
3,313,harsh,粗糙的，不具有美感的：coarse rough disagreeable sense；严厉的：exacting
3,313,patent,显而易见的，明显的：readily visible
3,311,initiate,创造，发动促进：cause beginning；刚入门的新手：person initiation
3,310,analogous,相似的，可比较的：in common
3,310,confront,直接对抗，直面：face to face
3,310,momentum,动力；冲力；势头：impetus
3,309,persistence,坚持，持续：lasting existence
3,308,residual,剩余的，残存的：residue
3,307,minimize,将…减到最少：reduce to smallest；刻意低估：underestimate；表示鄙夷：scornfully low opinion
3,306,appealing,"吸引人的：attractive, inviting"
3,304,anonymous,"匿名的：not named, identified; 无特色的：lacking individuality"
3,300,deficiency,缺乏，不足：inadequate
3,300,supplement,增补，补充：complete for a deficiency
3,297,superficial,表面的，肤浅的：lacking depth
3,292,responsive,反应的，敏感的：quick to respond
3,291,discretion,"谨慎：discreet, circumspection；自制，节制：checking"
3,288,sensation,感觉，知觉：sense；轰动事件：intense interest
3,288,tangible,可感知的：capable perceived；确凿的，真实的：real or concrete
3,287,accord,一致：consistency；相符合，相一致：in harmony；授予，给予：to grant or give
3,287,chaos,"混乱：disorder, confusion"
3,287,subordinate,下级的，次要的：lower rank；征服：under one's control
3,284,accomplish,实现，完成：completion
3,283,withdraw,撤退：take back
3,282,desperate,绝望的：no hope
3,282,practitioner,职业人士：profession
3,281,penalty,（对罪行的）处罚：punishment
3,280,fragile,易碎的：broken；易受伤的，脆弱的：easily injured
3,277,intuitive,直觉的：by intuition
3,277,reign,统治权：right to command；占统治地位或盛行：be predominant
3,276,provincial,狭隘（的）：limited perspective
3,275,prosecution,实行，执行：doing
3,275,protocol,正确的礼仪规范：correct conduct
3,272,trivial,琐碎的，无足轻重的：little importance
3,272,vigorous,精力旺盛的：active strength；强健的：withstand hardship
3,270,convenience,便利，方便：fitness suitability
3,269,rhetorical,语言上的，文字上的：words or language；言辞华丽（却往往无内涵）的：fancy but meaningless
3,267,nominal,不重要的：unimportant；名义上的：something in name
3,267,shallow,浅显的，浅薄的：lack of depth of understanding
3,266,deprivation,匮乏：privation
3,263,benign,"好心的，仁慈的：kindness, gentleness; 无害的：not causing"
3,262,abundant,大量的： great plenty
3,261,stomach,容忍：bear
3,260,inventory,存货清单：list all goods；（包含要点的）简介：short statement
3,260,warrant,向...保证质量：assume responsibility for the satisfactory quality；批准，认可：give official acceptance
3,259,mandatory,强制的：forcing compliance
3,256,discursive,（谈话内容）杂乱的：without order
3,256,tackle,着手处理：start work
3,255,prestige,声望，威望：respect
3,253,qualify,限定：reduce general；使有资格，使有能力：make competent
3,252,counterpart,（地位、功能）对等的人或物：same function or characteristics
3,252,indispensable,必不可少的，不可或缺的：impossible to do without
3,252,salient,显著的，最突出的：conspicuously
3,251,diplomatic,使用策略的，机智的：tact
3,251,pan,严厉批评：harsh criticism
3,251,pertinent,相关的，恰当的：relevance
3,251,strip,脱衣，剥去：remove clothing
3,250,overt,明显的，公开的：open
3,250,pen,监狱：confinement；关押，监禁：close
3,248,diffuse,"啰嗦的：verbose；不集中的，扩散的：not concentrated；扩展，散开：extend, scatter"
3,247,tender,正式提出：offer；考虑周到的，关心同情的：sympathy consideration
3,246,precedent,先例，前例：earlier occurrence；先前的：prior
3,245,credible,可信，值得信赖的：worthy of being accepted
3,244,encompass,组成，包含：include；包围：envelop
3,244,reconcile,使和解，协调：harmony
3,243,hypothetical,假设，前提条件：starting point；假定的：assumption speculation
3,242,diminish,"（使）变小，（使）减少：smaller, less；轻视，贬低：lessen, belittle"
3,241,ethos,道德准则：code of good conduct
3,241,imitation,仿制品：like something else
3,241,metaphysical,哲学上的，理论上的：idea；非尘世的：beyond universe
3,240,extraction,"血统：origin, ancestry"
3,235,transient, 短暂的，瞬时的：transitory
3,234,paramount,最重要的：chief importance
3,233,adhere,依附，粘着：stick; 服从，遵守：according to the commands; 坚定地支持：steadfast support
3,233,flag,旗帜，象征：symbol；变得衰弱：become feeble
3,233,suppress,"抑制（表情）：inhibit the expression；用暴力终止，镇压：put a stop to, force"
3,232,seminal,有发展性的：contributing later development；创新的：creative
3,231,timely,及时的，无拖延的：without delay；恰到好处的，合乎时宜的：appropriate
3,230,prescription,规定，传统的规矩：rule
3,230,surrender,交出，放弃，投降：give over to；使沉溺于：give（oneself）over
3,228,fatigue,疲惫：weariness or exhaustion；（让人厌倦的）苦差事：causes weariness
3,227,accidental,意外发生的，偶然的：unexpectedly; 附带的，不重要的：not being a vital part
3,226,purity,"纯净；纯洁，纯在：clean, morally pure"
3,225,donor,捐赠人，给体：donates
3,225,posture,姿势，姿态：way of holding the body；故作姿态，装模作样：pretended attitude
3,224,prevail,盛行，战胜：greater in strength
3,223,affinity,喜欢，倾向：attraction
3,222,contend,竞争，争夺：strive or vie in contest；声明，声称：state as a fact
3,222,contentious,引起争论的：argumentative；好争论的，好战的：tendency quarrels
3,222,eminent,杰出：above others
3,222,provoke,激怒：incite anger；驱使，激起：stir feeling
3,221,synonymous,同义的：same similar meaning
3,220,disparate,"迥然不同的：distinct, different dissimilar"
3,220,preoccupation,非常关系，全神贯注：extreme concern
3,220,propensity,倾向，癖好：inclination
3,219,derivative,非原创的：originality
3,219,exotic,外来的，不同寻常的：unusual
3,219,smart,反应敏捷的，聪颖的：sharp quick thought；整洁的：strikingly neat；感到疼痛，感到痛苦：suffer acutely
3,218,conducive,有益的，有促进作用的：promote
3,218,manipulate,巧妙操作：skillful；巧妙处理，暗中操控：deviously
3,217,friction,摩擦：rubbing；冲突，不和：clashing；
3,217,myriad,无限的，大量的：indefinite number
3,216,elicit,激起，唤起：bring out
3,216,subsidiary,"次要的：secondary importance；起辅助作用的：aid, support "
3,215,hegemony,霸权，统治权：preponderant authority
3,214,repertoire,（技术、设备或原料等的）详单：complete list
3,214,steep,浸泡：make wet；陡峭的：approaching perpendicular；过分的，过高的：beyond limit
3,214,ubiquitous,"无所不在的，普通的：everywhere, often observed"
3,213,latent,"潜在的，不活跃的：potential, not evident"
3,213,legend,传奇，传说：popular myth；图例：explanatory list map
3,213,volatile,多变的：rapid change
3,212,cellular,多孔的：porous
3,212,indifferent,公平的：impartiality；（质量、档次等）中规中矩的，一般的：average；不感兴趣的，冷漠的：lack of interest
3,211,dichotomy,一分为二，分割：division into two
3,211,dissent,持异议，不同意：differ；反对正统：departure accepted；不和谐：lack harmony
3,211,formidable,令人害怕的：causing fear；艰难的：requiring effort
3,211,orthodox,"传统的：established form, custom, or rules"
3,211,pivotal,最关键的，最为重要的：greatest possible importance
3,210,apt,"恰当的，合适的：suitable, appropriate; 有倾向的，可能的：tendency, likely; 聪明的：intelligent, responsive"
3,210,discern,"识别，辨别差异：perceive, detect"
3,210,invoke,实施：put into effect；产生，造成：be the cause
3,209,absurd,不合理的：unreasonable
3,209,allegiance,忠诚：devotion or loyalty
3,207,dubious,"充满不定性的，值得怀疑的：uncertainty, questionable；（对事实等）持怀疑态度的：not feeling sure；迟疑不决的，不愿行动的：slow to begin because of doubts"
3,206,comprehend,理解，了解：grasp；包括，包含：contain or hold within
3,206,flourish,茂盛，繁荣：achieve success；装饰：ornamentation
3,206,mastery,技艺超群，精通：great skill
3,206,prerequisite,先决条件，前提：necessary to an end
3,206,redundant,多余的，冗余的：exceeding necessary
3,206,revenge,报复，复仇：retaliating；为...复仇：retaliating in kind
3,205,awkward,缺乏灵活性和技巧的：lacking dexterity; （处理问题）缺乏手段和智谋的：a lack of skill and tact; 臃肿笨拙的，不优雅的：lacking ease; 令人尴尬的：embarrassment; （因过大或过重设计问题）难以操作的：difficult to use
3,205,rage,暴怒：violent anger
3,204,precursor,先驱者，先导：precedes
3,203,disregard,漠视，不关注：no attention；缺乏兴趣，缺乏关心：interest concern
3,203,rail,猛骂，猛烈抨击：revile or scold
3,202,exemplary,"榜样的，值得效仿的：being a pattern, imitated；作为警告的：warning"
3,202,retrospective,回顾的：looking back
3,202,strand,绳，线之一股：single filament；遗弃，使置之困境：leave in a unfavorable place
3,201,verify,校验，证实：determine accuracy
3,200,gauge,测量标准：measurement standard；判定：determine
3,200,vicious,凶恶的，恶毒的：desire to inflict；猛烈的：violence or ferocity
3,199,tacit,"暗示的：implied, not actually expressed"
3,198,motivate,刺激，激发：provide incentive
3,198,pathological,不正常的，病态的：markedly abnormal
3,197,elastic,有弹性的：resuming shape；能（迅速从伤痛中）恢复的：recovering from depression
3,197,requisite,必需品：something necessary；必不可少的，必备的：necessary
3,196,canon," 准则，标准：standard, criterion; 真经，正典：authentic"
3,196,contempt,蔑视，鄙视：unworthy of one's concern or respect
3,196,fracture,破裂：breaking；打碎，破坏：separate into pieces
3,196,safeguard,保护措施：prevent accident；保护：make safe
3,195,ambivalent,（尤指感情、态度）矛盾的：opposing feelings
3,195,dictate,指令，命令：command；（仗着地位，权力）下令：request
3,195,discrepancy,"（在事实和宣称之间的）差异或矛盾：divergence, disagreement"
3,193,symmetry,对称：balanced proportions
3,192,alleviate,"缓和，减轻：relieve, lessen"
3,192,conceal,隐藏，隐瞒：prevent disclosure
3,192,deposit,自然积累，沉积，矿藏：accumulation；存钱：put in account
3,192,fleet,舰队，车队：group of a vehicles；迅速的：with great speed；快速涌过：pass swiftly
3,192,perpetual,永恒的，不断的：continuing forever
3,191,accumulate,逐渐增长：increase gradually
3,190,ally,盟友，支持者：association; 加入联盟：enter
3,190,conspicuous,显而易见的；吸引人的：obvious
3,190,interim,中间过渡时期，间隔：time between event；暂时的：for the time being
3,190,tentative,暂时性的，尝试的：not fully developed
3,189,virtuous,品德高尚的，正直的：showing moral excellence
3,188,egalitarian,平等主义的：promoting equal rights
3,188,humble,"谦逊的：meekness, modesty；顺从的，谦卑的：humility or unseemly submissiveness"
3,188,preclude,预先阻止：make impossible in advance；排斥：exclude
3,188,wary,小心的，机警的，谨慎的：caution
3,187,asylum,"收容所，保护所：refuge, protection"
3,186,endorse,公开支持，推崇：express approval
3,186,probe,深入调查：penetrating investigation
3,185,placebo,安慰性的事物：used to appease or reassure 
3,185,preface,序言：preliminary statement
3,185,sanction,批准，同意，许可：make valid；制裁：coercive measure
3,184,extant,"现存的：not destroyed, extinct"
3,183,contradict,否认，反驳；与...相矛盾：contrary
3,183,resilience,弹力：resume original shape；恢复能力：ability to recover quickly
3,182,mediate,调解，调停：bring about an agreement
3,182,predecessor,前任，先辈：previously occupied
3,181,evoke,唤起，引发：call up
3,181,revolt,使厌恶，使反感：fill with disgust；反叛：renounce allegiance
3,180,cultivate,提升，加强：improve；种植，培养：promote growth
3,179,fraught,充满的：full；令人忧虑的：emotional distress
3,179,license,许可，认可：approval；自由：move freely；放荡：disregard for standards；准许，授权使用：permit or authorize
3,179,rupture,打破；打碎，破裂：part
3,179,stigma,耻辱，污名：mark of shame
3,178,correlate,使...相关联：mutual or reciprocal relation
3,178,expedition,动作迅速：speed
3,178,mundane,尘世的，世俗化的：relating to world；平凡的：commonplaces
3,177,champion,支持：support
3,177,summit,顶点：highest point
3,177,utter,出（声），说（话）：articulate；完全的，绝对的：entire
3,176,discriminate,"区分：perceive distinguishing, recognize；歧视：difference"
3,176,inception,开端，开始：beginning
3,176,stringent,紧绷的：tight；严格的：marked by rigor
3,175,consolidate,使联合，统一：join together；加固，使安全：make firm
3,175,converge,汇集，交汇于一点：move toward one
3,175,illuminate,照明：make shining；阐明：make plain；启迪，启发：spiritual understanding
3,175,milieu,环境，氛围：physical or social setting
3,174,endemic,地方性的：to a particular region
3,174,transcend,超越，超过极限：beyond the limits
3,173,prosperous,"成功的，繁盛的：vigorous growth, well-being"
3,172,amenable,"顺从的，服从的：yield, submit"
3,172,mitigate,减轻痛苦，使缓和：less severe
3,171,census,"人口普查：survey, population"
3,171,disguise,伪装（防止被认出）：prevent recognition；隐藏，掩饰：secret shut off
3,171,inch,少量，很短的距离：small degree；（使）慢慢移动：move slowly
3,171,provisional,临时的：temporary
3,170,enact,制定或颁布（法律）：establish
3,170,obsolete,过时的，被淘汰的：no longer useful
3,170,prudent,过分守礼的：prudery
3,170,vitality,活力，生命力：vigor
3,169,magnificent,壮丽的：strikingly impressive
3,168,harmonious,和谐一致的：agreeably related
3,168,intermittent,间歇的，断断续续的：not continuous；不定期的：lacking regularity
3,168,nurture,提供营养：nourishment；培育，培养：provide with understanding
3,167,intelligible,可理解的：being understood
